
Naive Bayes Classifier

                 Class
Attribute          CYT    NUC    MIT    ME3    ME2    ME1    EXC    VAC    POX    ERL
  YB8I_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YCFI_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCK1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  YCK2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCA9_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCD8_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCG9_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YCH0_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCQ0_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCQ7_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCR3_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  SYN_YEAST         1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCR8_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCS4_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCT8_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCV1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YCW2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCX9_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  YCY8_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YCZ6_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YD66_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  MAS5_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  EF3_YEAST         2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YEA6_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YEP0_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YE14_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YGL1_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YGP1_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  YHA8_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHA9_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHB7_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YHC6_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  RIMI_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHD5_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHE0_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHF0_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHG2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHI7_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHJ2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHK5_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YHK8_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHN8_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  YHP0_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHQ1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YHR0_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YHT3_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHU0_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  YHU2_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHX8_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YHY0_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  YHY1_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YIA6_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YIB3_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  YIF2_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YIG3_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YIN0_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YIN4_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YIR3_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  YKJ5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKA5_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKA8_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  MAOX_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKD8_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKE6_YEAST        1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  TCTP_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  PMT_YEAST         1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKM9_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKN4_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKS8_YEAST        1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  ACP_YEAST         1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKW2_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YKY8_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YK44_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YK68_YEAST        1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  RL13_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YMC1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YMC2_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YME1_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  RMR3_YEAST        1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YOX1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YPT1_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YP52_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YP53_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YPT7_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R29A_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  R29B_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  YUR1_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  ZIP1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  ZNRP_YEAST        1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  ZUO1_YEAST        1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  G6PD_YEAST        2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  [total]        1832.0 1822.0 1631.0 1597.0 1503.0 1501.0 1489.0 1488.0 1478.0 1466.0

mcg
  0.11              1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.17              1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.18              1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.19              2.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.2               1.0    1.0    1.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.21              2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.22              1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.23              2.0    4.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.24              2.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.25              5.0    6.0    1.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.26              1.0    2.0    2.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.27              3.0    4.0    1.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.28              5.0    3.0    2.0    2.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.29              3.0    5.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.3               4.0    3.0    1.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.31              3.0    6.0    1.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.32              6.0    7.0    2.0    5.0    1.0    1.0    1.0    1.0    2.0    1.0
  0.33              4.0   17.0    1.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.34              6.0   11.0    1.0    2.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.35             10.0    8.0    2.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.36              3.0   10.0    4.0    4.0    2.0    1.0    1.0    2.0    1.0    1.0
  0.37              8.0   15.0    2.0    6.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.38             16.0   10.0    5.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.39             11.0    9.0    4.0   10.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.4               9.0   15.0    4.0    5.0    1.0    1.0    1.0    4.0    2.0    1.0
  0.41             13.0   13.0    7.0    3.0    1.0    1.0    2.0    1.0    1.0    1.0
  0.42             10.0    8.0    4.0    7.0    1.0    1.0    1.0    2.0    2.0    1.0
  0.43             14.0   14.0    2.0    7.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.44             12.0   17.0    3.0    4.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.45             14.0   14.0   13.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.46             19.0   10.0    6.0    8.0    2.0    1.0    2.0    2.0    3.0    1.0
  0.47              9.0   19.0   11.0    7.0    1.0    1.0    1.0    1.0    2.0    1.0
  0.48             18.0   13.0    6.0    4.0    1.0    1.0    1.0    3.0    1.0    1.0
  0.49             13.0   16.0    5.0   12.0    1.0    1.0    1.0    2.0    2.0    1.0
  0.5              17.0   11.0   10.0    4.0    1.0    1.0    1.0    1.0    3.0    1.0
  0.51             16.0   10.0   12.0    6.0    1.0    1.0    2.0    2.0    1.0    1.0
  0.52             13.0   10.0    6.0    5.0    1.0    1.0    1.0    1.0    2.0    1.0
  0.53             13.0   10.0    9.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.54             10.0   12.0    5.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.55              9.0   11.0    8.0    5.0    2.0    1.0    1.0    2.0    1.0    1.0
  0.56             12.0   12.0    6.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.57             10.0   11.0    8.0    2.0    1.0    1.0    1.0    3.0    2.0    1.0
  0.58              9.0   12.0    9.0    2.0    2.0    1.0    1.0    2.0    1.0    1.0
  0.59             17.0    4.0    7.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.6               8.0    6.0    9.0    2.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.61             13.0    4.0    5.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.62              8.0    3.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.63              9.0    2.0    4.0    2.0    2.0    1.0    1.0    2.0    1.0    1.0
  0.64              5.0    5.0    3.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.65              3.0    1.0    2.0    4.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.66              5.0    4.0    3.0    2.0    2.0    1.0    2.0    1.0    1.0    1.0
  0.67              1.0    2.0    3.0    2.0    2.0    2.0    1.0    1.0    1.0    1.0
  0.68              1.0    2.0    3.0    1.0    2.0    1.0    2.0    2.0    3.0    1.0
  0.69              4.0    2.0    2.0    1.0    3.0    2.0    1.0    2.0    2.0    1.0
  0.7               1.0    3.0    1.0    1.0    2.0    4.0    2.0    2.0    1.0    2.0
  0.71              3.0    1.0    1.0    1.0    2.0    2.0    2.0    1.0    1.0    1.0
  0.72              3.0    2.0    2.0    1.0    2.0    2.0    1.0    1.0    1.0    1.0
  0.73              2.0    2.0    1.0    1.0    2.0    1.0    1.0    2.0    1.0    1.0
  0.74              2.0    1.0    1.0    1.0    2.0    4.0    7.0    1.0    2.0    1.0
  0.75              1.0    1.0    4.0    1.0    1.0    2.0    2.0    2.0    1.0    1.0
  0.76              1.0    1.0    1.0    1.0    3.0    2.0    1.0    1.0    1.0    1.0
  0.77              2.0    1.0    1.0    1.0    2.0    8.0    6.0    1.0    1.0    2.0
  0.78              2.0    1.0    2.0    1.0    3.0    4.0    1.0    1.0    1.0    1.0
  0.79              2.0    1.0    1.0    1.0    2.0    2.0    2.0    1.0    1.0    1.0
  0.8               1.0    1.0    1.0    1.0    2.0    4.0    3.0    2.0    1.0    1.0
  0.81              1.0    1.0    2.0    1.0    5.0    2.0    2.0    1.0    1.0    1.0
  0.82              1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  0.83              1.0    1.0    1.0    1.0    3.0    2.0    2.0    1.0    1.0    1.0
  0.84              1.0    1.0    1.0    1.0    1.0    3.0    2.0    1.0    1.0    1.0
  0.85              1.0    1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    2.0
  0.86              1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    2.0
  0.87              1.0    2.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  0.88              1.0    2.0    1.0    1.0    2.0    2.0    1.0    1.0    1.0    1.0
  0.89              1.0    1.0    1.0    1.0    3.0    2.0    2.0    1.0    1.0    1.0
  0.9               1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.91              1.0    1.0    1.0    1.0    2.0    2.0    1.0    1.0    1.0    1.0
  0.92              1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  0.94              1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.95              1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.97              1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  1                 1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  [total]         451.0  441.0  250.0  216.0  122.0  120.0  108.0  107.0   97.0   85.0

gvh
  0.13              1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.14              1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.16              1.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.17              1.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.18              1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.2               1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.21              3.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.22              2.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.23              1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.24              1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.25              4.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.26              2.0    2.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.27              3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  0.28              2.0    8.0    3.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.29              2.0    4.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.3               5.0    8.0    1.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.31              3.0    7.0    2.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.32              3.0    6.0    3.0    2.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.33             10.0    3.0    1.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.34              9.0   10.0    1.0    3.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.35             10.0    5.0    1.0    5.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.36              7.0    5.0    1.0    3.0    1.0    1.0    1.0    3.0    1.0    1.0
  0.37              8.0    8.0    3.0    5.0    1.0    1.0    1.0    2.0    2.0    1.0
  0.38              9.0   14.0    4.0    2.0    3.0    1.0    1.0    1.0    1.0    1.0
  0.39             12.0   17.0    3.0    2.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.4              16.0   13.0    3.0    6.0    1.0    1.0    1.0    1.0    2.0    1.0
  0.41              9.0   14.0    6.0    7.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.42             10.0   15.0    3.0    4.0    2.0    1.0    2.0    1.0    1.0    1.0
  0.43             20.0    9.0    3.0    5.0    1.0    1.0    1.0    2.0    2.0    1.0
  0.44             17.0   15.0    5.0    6.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.45             23.0   15.0    7.0    5.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.46             25.0   15.0    8.0    8.0    1.0    1.0    1.0    3.0    1.0    1.0
  0.47             16.0   11.0    7.0    3.0    2.0    1.0    1.0    2.0    1.0    1.0
  0.48             25.0   21.0    6.0    6.0    3.0    1.0    1.0    1.0    2.0    1.0
  0.49             12.0   19.0    7.0    6.0    2.0    1.0    1.0    3.0    1.0    1.0
  0.5              18.0   11.0    8.0    5.0    2.0    1.0    1.0    2.0    4.0    1.0
  0.51             17.0   15.0    9.0    9.0    2.0    1.0    1.0    2.0    2.0    1.0
  0.52             10.0    7.0   10.0    2.0    3.0    1.0    1.0    1.0    2.0    1.0
  0.53              5.0   14.0   15.0    5.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.54             13.0   10.0    9.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.55             14.0    7.0    2.0    7.0    3.0    1.0    1.0    2.0    1.0    1.0
  0.56             12.0   10.0    8.0    6.0    3.0    1.0    1.0    1.0    1.0    2.0
  0.57              5.0   11.0    8.0    4.0    5.0    1.0    1.0    1.0    1.0    1.0
  0.58              7.0    5.0    7.0    1.0    1.0    1.0    2.0    3.0    2.0    1.0
  0.59              6.0   10.0   10.0    3.0    1.0    1.0    2.0    2.0    2.0    1.0
  0.6               9.0   10.0    4.0    5.0    3.0    1.0    1.0    1.0    2.0    1.0
  0.61              4.0    3.0    7.0    6.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.62              6.0    6.0    6.0    3.0    3.0    1.0    1.0    1.0    1.0    1.0
  0.63              3.0    2.0    3.0    4.0    2.0    2.0    2.0    1.0    2.0    1.0
  0.64              6.0    3.0    5.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0
  0.65              4.0    6.0    5.0    5.0    1.0    1.0    3.0    1.0    1.0    1.0
  0.66              2.0    4.0    2.0    3.0    2.0    5.0    1.0    1.0    1.0    1.0
  0.67              1.0    4.0    3.0    2.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.68              2.0    3.0    4.0    5.0    1.0    2.0    2.0    2.0    2.0    1.0
  0.69              2.0    1.0    1.0    1.0    3.0    4.0    1.0    2.0    1.0    1.0
  0.7               2.0    1.0    1.0    1.0    1.0    3.0    1.0    2.0    1.0    1.0
  0.71              2.0    2.0    2.0    2.0    5.0    2.0    2.0    1.0    1.0    1.0
  0.72              1.0    1.0    1.0    2.0    1.0    3.0    4.0    1.0    1.0    1.0
  0.73              1.0    1.0    3.0    1.0    1.0    8.0    3.0    1.0    1.0    1.0
  0.74              1.0    1.0    2.0    1.0    2.0    2.0    3.0    1.0    1.0    1.0
  0.75              1.0    2.0    1.0    1.0    2.0    1.0    1.0    1.0    2.0    1.0
  0.76              2.0    2.0    1.0    2.0    3.0    2.0    2.0    1.0    1.0    1.0
  0.77              1.0    1.0    1.0    1.0    1.0    2.0    2.0    1.0    1.0    1.0
  0.78              1.0    1.0    1.0    1.0    2.0    2.0    2.0    2.0    1.0    1.0
  0.79              1.0    2.0    1.0    1.0    1.0    4.0    2.0    1.0    1.0    1.0
  0.8               1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    2.0
  0.81              1.0    1.0    1.0    2.0    1.0    2.0    3.0    1.0    1.0    1.0
  0.82              2.0    1.0    1.0    1.0    2.0    3.0    4.0    2.0    1.0    1.0
  0.83              1.0    2.0    1.0    1.0    1.0    2.0    2.0    1.0    1.0    1.0
  0.84              1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0
  0.85              1.0    1.0    1.0    1.0    1.0    3.0    1.0    1.0    1.0    1.0
  0.86              1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  0.87              1.0    1.0    1.0    1.0    1.0    2.0    2.0    1.0    1.0    1.0
  0.88              1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.89              1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  0.9               1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0
  0.92              1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    2.0
  0.94              1.0    1.0    1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0
  1                 1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  [total]         449.0  439.0  248.0  214.0  120.0  118.0  106.0  105.0   95.0   83.0

alm
  0.21              1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.22              1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.23              1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.24              1.0    1.0    1.0    2.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.26              1.0    1.0    1.0    2.0    1.0    1.0    1.0    2.0    1.0    1.0
  0.27              1.0    1.0    1.0    1.0    2.0    3.0    1.0    1.0    1.0    1.0
  0.28              1.0    1.0    1.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.29              1.0    1.0    1.0    4.0    2.0    2.0    1.0    1.0    1.0    1.0
  0.3               1.0    1.0    1.0   11.0    1.0    3.0    1.0    1.0    1.0    1.0
  0.31              1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.32              1.0    2.0    2.0    5.0    4.0    6.0    1.0    4.0    1.0    1.0
  0.33              1.0    1.0    1.0   12.0    2.0    1.0    1.0    2.0    1.0    2.0
  0.34              1.0    2.0    3.0   13.0    3.0    4.0    1.0    1.0    1.0    1.0
  0.35              1.0    1.0    1.0    8.0    4.0    5.0    1.0    3.0    1.0    1.0
  0.36              1.0    2.0    1.0   14.0    2.0    4.0    2.0    1.0    1.0    1.0
  0.37              1.0    3.0    1.0    8.0    2.0    4.0    1.0    1.0    1.0    1.0
  0.38              1.0    2.0    2.0   14.0    4.0    2.0    2.0    1.0    1.0    1.0
  0.39              2.0    2.0    1.0   10.0    3.0    1.0    1.0    1.0    1.0    1.0
  0.4               2.0    1.0    4.0    6.0    3.0    3.0    1.0    1.0    1.0    1.0
  0.41              2.0    4.0    1.0    8.0    4.0    3.0    2.0    1.0    1.0    1.0
  0.42              5.0    5.0    2.0    8.0    3.0    2.0    2.0    2.0    1.0    1.0
  0.43              2.0    6.0    4.0    6.0    3.0    3.0    2.0    1.0    2.0    1.0
  0.44              4.0    9.0    3.0    1.0    4.0    4.0    1.0    1.0    3.0    1.0
  0.45             10.0   12.0    6.0    6.0    2.0    2.0    2.0    2.0    2.0    1.0
  0.46             14.0   11.0    7.0    3.0    3.0    1.0    4.0    1.0    2.0    1.0
  0.47             17.0   18.0   13.0    3.0    2.0    3.0    2.0    1.0    2.0    1.0
  0.48             22.0   12.0    3.0    1.0    1.0    1.0    2.0    4.0    2.0    1.0
  0.49             23.0   20.0   12.0    1.0    2.0    2.0    4.0    3.0    1.0    2.0
  0.5              30.0   22.0   15.0    3.0    1.0    1.0    3.0    3.0    1.0    2.0
  0.51             36.0   24.0   10.0    1.0    1.0    1.0    4.0    2.0    4.0    2.0
  0.52             30.0   28.0   11.0    1.0    2.0    2.0    2.0    2.0    1.0    1.0
  0.53             27.0   29.0   14.0    1.0    3.0    1.0    3.0    4.0    3.0    1.0
  0.54             26.0   28.0   21.0    1.0    1.0    1.0    2.0    1.0    2.0    1.0
  0.55             23.0   20.0    8.0    1.0    1.0    1.0    2.0    3.0    1.0    1.0
  0.56             25.0   23.0    8.0    1.0    2.0    1.0    1.0    2.0    1.0    1.0
  0.57             23.0   19.0    4.0    1.0    2.0    1.0    2.0    2.0    3.0    1.0
  0.58             14.0   20.0   10.0    1.0    1.0    1.0    2.0    2.0    1.0    1.0
  0.59              8.0   14.0    8.0    1.0    1.0    1.0    1.0    1.0    2.0    1.0
  0.6               9.0   12.0    5.0    1.0    2.0    1.0    2.0    1.0    1.0    1.0
  0.61              9.0   12.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.62              7.0    7.0    4.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.63              6.0   11.0    3.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  0.64              5.0    4.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
